Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Top 5 vs Other Sales,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Contribution Pct,East Decaf Sales,Expenses to Sales Ratio,Inventory,Major Market Profit,Margin,Marketing,Pct in Major Market,Profit,Sales,Total Expenses
631,4/3/2012,East,Major Market,Colombian,Beans,Coffee,New York,Top 5 Products,Regular,270,400,280,670,284,0,0,0.213483146,2108,276,428,99,1,276,712,152
631,4/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Top 5 Products,Decaf,190,300,200,490,260,1,638,0.205329154,1558,247,378,98,1,247,638,131
718,4/3/2012,East,Major Market,Mint,Leaves,Herbal Tea,New York,Others,Decaf,150,-10,-70,140,209,1,189,0.449735450,1811,-105,-20,64,1,-105,189,85
985,4/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Others,Regular,50,70,0,120,63,0,0,0.573333333,37,0,87,57,0,1,150,86
225,4/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Top 5 Products,Regular,40,70,50,110,49,0,0,0.293233083,342,0,84,15,0,45,133,39
225,4/3/2012,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Top 5 Products,Decaf,30,60,40,90,46,0,0,0.324561404,388,0,68,14,0,31,114,37
985,4/3/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Top 5 Products,Decaf,40,70,50,110,52,0,0,0.243697479,605,0,67,17,0,38,119,29
337,4/3/2012,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Top 5 Products,Decaf,70,100,50,170,80,0,0,0.353932584,494,0,98,30,0,35,178,63
504,4/3/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Top 5 Products,Regular,40,60,50,100,35,0,0,0.244186047,776,0,51,9,0,30,86,21
318,4/3/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Others,Decaf,60,90,70,150,49,0,0,0.198347107,779,0,72,13,0,48,121,24
505,4/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Others,Regular,20,30,0,50,29,0,0,0.692307692,-39,0,36,11,0,-9,65,45
505,4/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Top 5 Products,Regular,30,60,10,90,44,0,0,0.644859813,261,0,63,40,0,-6,107,69
505,4/3/2012,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Top 5 Products,Decaf,30,40,10,70,37,0,0,0.443181818,195,0,51,12,0,12,88,39
505,4/3/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Top 5 Products,Decaf,10,30,20,40,19,0,0,0.340425532,820,0,28,5,0,12,47,16
505,4/3/2012,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Top 5 Products,Decaf,20,30,10,50,28,0,0,0.491803279,964,0,33,8,0,3,61,30
505,4/3/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Top 5 Products,Regular,60,90,50,150,50,0,0,0.384,372,0,75,16,0,27,125,48
505,4/3/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Others,Decaf,110,50,10,160,93,0,0,0.383458647,840,0,40,28,0,-11,133,51
580,4/3/2012,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Top 5 Products,Decaf,70,120,80,190,88,0,0,0.270270270,653,0,134,29,0,74,222,60
918,4/3/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Others,Regular,90,130,90,220,112,0,0,0.213483146,-120,0,155,34,0,98,267,57
580,4/3/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Top 5 Products,Regular,10,30,30,40,21,0,0,0.301886792,454,0,32,5,0,16,53,16
580,4/3/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Top 5 Products,Decaf,50,70,30,120,57,0,0,0.433070866,313,0,70,21,0,15,127,55
405,4/3/2012,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Top 5 Products,Decaf,90,130,30,220,95,0,0,0.511013216,554,0,132,86,0,16,227,116
405,4/3/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Top 5 Products,Regular,50,80,60,130,46,0,0,0.254716981,608,0,60,15,0,33,106,27
405,4/3/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Others,Decaf,30,60,50,90,30,0,0,0.266666667,820,0,45,8,0,25,75,20
956,4/3/2012,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Top 5 Products,Decaf,60,110,90,170,81,0,0,0.166666667,460,84,117,22,1,84,198,33
832,4/3/2012,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Others,Regular,50,90,50,140,68,0,0,0.317647059,9,48,102,22,1,48,170,54
325,4/3/2012,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Top 5 Products,Regular,70,120,100,190,91,0,0,0.161434978,777,96,132,25,1,96,223,36
817,4/3/2012,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Top 5 Products,Decaf,50,70,40,120,55,0,0,0.356589147,336,28,74,18,1,28,129,46
325,4/3/2012,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Top 5 Products,Decaf,40,60,30,100,43,0,0,0.345794393,363,27,64,13,1,27,107,37
832,4/3/2012,South,Major Market,Colombian,Beans,Coffee,Texas,Top 5 Products,Regular,260,310,230,570,209,0,0,0.188596491,969,161,247,64,1,161,456,86
903,4/3/2012,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Others,Decaf,90,130,100,220,78,0,0,0.207865169,593,63,100,25,1,63,178,37
801,4/3/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Top 5 Products,Regular,40,70,50,110,52,0,0,0.252100840,605,0,67,17,0,37,119,30
435,4/3/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Top 5 Products,Decaf,40,70,50,110,47,0,0,0.217391304,821,0,68,13,0,43,115,25
435,4/3/2012,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Others,Regular,40,60,40,100,45,0,0,0.214285714,777,0,67,12,0,43,112,24
435,4/3/2012,West,Small Market,Amaretto,Beans,Coffee,Utah,Others,Regular,90,110,70,200,76,0,0,0.263473054,965,0,91,23,0,47,167,44
435,4/3/2012,West,Small Market,Colombian,Beans,Coffee,Utah,Top 5 Products,Regular,60,80,50,140,51,0,0,0.361344538,311,0,68,16,0,25,119,43
435,4/3/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Others,Decaf,100,120,70,220,80,0,0,0.359550562,494,0,98,30,0,34,178,64
435,4/3/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Top 5 Products,Decaf,40,60,30,100,49,0,0,0.314049587,241,0,72,15,0,34,121,38
435,4/3/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Top 5 Products,Decaf,40,70,40,110,50,0,0,0.376,372,0,75,16,0,28,125,47
435,4/3/2012,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Others,Decaf,70,40,0,110,93,0,0,0.383458647,840,0,40,28,0,-11,133,51
435,4/3/2012,West,Small Market,Darjeeling,Leaves,Tea,Utah,Others,Regular,20,50,10,70,44,0,0,0.644859813,261,0,63,40,0,-6,107,69
435,4/3/2012,West,Small Market,Earl Grey,Leaves,Tea,Utah,Others,Regular,20,30,10,50,37,0,0,0.454545455,195,0,51,12,0,11,88,40
435,4/3/2012,West,Small Market,Green Tea,Leaves,Tea,Utah,Others,Regular,10,30,10,40,29,0,0,0.676923077,169,0,36,11,0,-8,65,44
925,4/3/2012,West,Major Market,Caffe Latte,Beans,Espresso,California,Others,Regular,220,230,150,450,239,0,0,0.190376569,1464,148,239,66,1,148,478,91
805,4/3/2012,West,Major Market,Caffe Mocha,Beans,Espresso,California,Top 5 Products,Regular,120,160,30,280,125,0,0,0.493288591,729,26,173,113,1,26,298,147
831,4/3/2012,West,Major Market,Decaf Espresso,Beans,Espresso,California,Top 5 Products,Decaf,240,320,220,560,252,0,0,0.195911414,1316,220,335,83,1,220,587,115
818,4/3/2012,West,Major Market,Amaretto,Beans,Coffee,California,Others,Regular,150,-20,-70,130,123,0,0,0.572727273,964,-76,-13,39,1,-76,110,63
209,4/3/2012,West,Major Market,Colombian,Beans,Coffee,California,Top 5 Products,Regular,350,540,400,890,284,0,0,0.213483146,2108,276,428,99,1,276,712,152
916,4/3/2012,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Others,Decaf,240,-50,-150,190,191,0,0,0.685534591,1564,-141,-32,63,1,-141,159,109
408,4/3/2012,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Top 5 Products,Decaf,80,130,110,210,100,0,0,0.159183673,822,106,145,28,1,106,245,39
707,4/3/2012,West,Major Market,Lemon,Leaves,Herbal Tea,California,Top 5 Products,Decaf,170,230,170,400,209,0,0,0.186403509,969,162,247,64,1,162,456,85
805,4/3/2012,West,Major Market,Mint,Leaves,Herbal Tea,California,Others,Decaf,60,90,60,150,78,0,0,0.213483146,593,62,100,25,1,62,178,38
805,4/3/2012,West,Major Market,Darjeeling,Leaves,Tea,California,Others,Regular,60,90,80,150,91,0,0,0.161434978,777,96,132,25,1,96,223,36
530,4/3/2012,West,Major Market,Earl Grey,Leaves,Tea,California,Others,Regular,50,80,70,130,81,0,0,0.171717172,460,83,117,22,1,83,198,34
415,4/3/2012,West,Major Market,Green Tea,Leaves,Tea,California,Others,Regular,40,70,40,110,68,0,0,0.317647059,559,48,102,22,1,48,170,54
775,4/3/2012,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Others,Regular,0,40,30,40,0,0,0,0.255813953,688,0,43,0,0,32,43,11
702,4/3/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Top 5 Products,Regular,10,30,20,40,19,0,0,0.361702128,820,0,28,5,0,11,47,17
775,4/3/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Top 5 Products,Decaf,10,30,20,40,17,0,0,0.372093023,776,0,26,4,0,10,43,16
775,4/3/2012,West,Small Market,Colombian,Beans,Coffee,Nevada,Top 5 Products,Regular,40,50,10,90,35,0,0,0.582278481,197,0,44,13,0,-2,79,46
775,4/3/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Others,Decaf,30,40,20,70,28,0,0,0.475409836,964,0,33,8,0,4,61,29
775,4/3/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Top 5 Products,Decaf,100,160,50,260,125,0,0,0.489932886,729,0,173,113,0,27,298,146
775,4/3/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Top 5 Products,Decaf,160,240,160,400,191,0,0,0.239035088,865,0,265,63,0,156,456,109
702,4/3/2012,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Others,Decaf,100,160,110,260,123,0,0,0.209302326,611,0,178,39,0,115,301,63
702,4/3/2012,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Others,Regular,160,230,160,390,252,0,0,0.197614991,1316,0,335,83,0,219,587,116
775,4/3/2012,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Others,Regular,150,170,110,320,239,0,0,0.188284519,1464,0,239,66,0,149,478,90
702,4/3/2012,West,Small Market,Green Tea,Leaves,Tea,Nevada,Others,Regular,170,-170,-250,0,260,0,0,5.038461538,3049,0,-260,98,0,-365,26,131
541,4/3/2012,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Others,Regular,50,60,20,110,54,0,0,0.446280992,337,0,67,20,0,13,121,54
971,4/3/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Top 5 Products,Regular,50,70,40,120,55,0,0,0.356589147,336,0,74,18,0,28,129,46
503,4/3/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Top 5 Products,Decaf,150,160,100,310,162,0,0,0.215384615,1091,0,163,45,0,93,325,70
971,4/3/2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Others,Regular,60,90,30,150,52,0,0,0.608,433,0,73,47,0,-3,125,76
503,4/3/2012,West,Small Market,Colombian,Beans,Coffee,Oregon,Top 5 Products,Regular,60,80,30,140,49,0,0,0.521008403,399,0,70,16,0,8,119,62
971,4/3/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Top 5 Products,Decaf,30,40,40,70,35,0,0,0.241379310,777,0,52,9,0,31,87,21
971,4/3/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Top 5 Products,Decaf,30,60,40,90,46,0,0,0.264150943,608,0,60,15,0,32,106,28
503,4/3/2012,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Others,Regular,10,20,20,30,21,0,0,0.320754717,454,0,32,5,0,15,53,17
541,4/3/2012,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Others,Regular,50,100,70,150,88,0,0,0.274774775,653,0,134,29,0,73,222,61
971,4/3/2012,West,Small Market,Green Tea,Leaves,Tea,Oregon,Others,Regular,70,110,70,180,112,0,0,0.213483146,502,0,155,34,0,98,267,57
503,4/3/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Others,Decaf,50,80,50,130,43,0,0,0.336448598,363,0,64,13,0,28,107,36
206,4/3/2012,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Others,Regular,40,50,30,90,45,0,0,0.252427184,605,0,58,14,0,32,103,26
253,4/3/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Top 5 Products,Regular,50,70,30,120,57,0,0,0.433070866,313,0,70,21,0,15,127,55
206,4/3/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Top 5 Products,Decaf,60,80,60,140,69,0,0,0.284768212,965,0,82,21,0,39,151,43
509,4/3/2012,West,Small Market,Colombian,Beans,Coffee,Washington,Top 5 Products,Regular,80,130,90,210,69,0,0,0.272189349,340,0,100,22,0,54,169,46
253,4/3/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Top 5 Products,Decaf,90,160,110,250,116,0,0,0.239726027,962,0,176,38,0,106,292,70
509,4/3/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Top 5 Products,Decaf,30,40,40,70,35,0,0,0.244186047,776,0,51,9,0,30,86,21
253,4/3/2012,West,Small Market,Darjeeling,Leaves,Tea,Washington,Others,Regular,30,60,40,90,49,0,0,0.293233083,342,0,84,15,0,45,133,39
253,4/3/2012,West,Small Market,Earl Grey,Leaves,Tea,Washington,Others,Regular,30,40,20,70,46,0,0,0.333333333,388,0,68,14,0,30,114,38
253,4/3/2012,West,Small Market,Green Tea,Leaves,Tea,Washington,Others,Regular,40,60,10,100,63,0,0,0.58,521,0,87,57,,0,150,87
206,4/3/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Others,Decaf,110,170,70,280,95,0,0,0.506607930,554,0,132,86,0,17,227,115
720,5/3/2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Others,Regular,110,150,120,260,104,0,0,0.16015625,821,111,152,29,1,111,256,41
303,5/3/2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Top 5 Products,Regular,80,110,80,190,83,0,0,0.205263158,584,68,107,27,1,68,190,39
720,5/3/2012,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Others,Regular,40,60,20,100,53,0,0,0.449152542,361,12,65,20,1,12,118,53
303,5/3/2012,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Others,Regular,40,60,30,100,56,0,0,0.319672131,992,27,66,17,1,27,122,39
719,5/3/2012,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Others,Regular,30,50,30,80,43,0,0,0.262626263,602,30,56,14,1,30,99,26
303,5/3/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Top 5 Products,Regular,90,150,120,240,86,0,0,0.171428571,499,88,124,24,1,88,210,36
303,5/3/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Top 5 Products,Decaf,70,110,60,180,64,0,0,0.325,593,44,96,21,1,44,160,52
720,5/3/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Others,Decaf,110,150,120,260,104,0,0,0.15625,871,112,152,29,1,112,256,40
970,5/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,120,140,90,260,149,0,0,0.221476510,1156,83,149,41,1,83,298,66
720,5/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,10,110,53,0,0,0.609375,458,-3,75,48,1,-3,128,78
719,5/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,60,30,100,52,0,0,0.365853659,361,26,71,17,1,26,123,45
630,5/3/2012,Central,Major Market,Colombian,Beans,Coffee,Illinois,Top 5 Products,Regular,200,280,180,480,195,0,0,0.234408602,956,161,270,64,1,161,465,109
847,5/3/2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Others,Regular,70,110,80,180,86,0,0,0.171428571,499,88,124,24,1,88,210,36
815,5/3/2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Others,Regular,50,90,50,140,64,0,0,0.325,593,44,96,21,1,44,160,52
773,5/3/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Top 5 Products,Regular,300,420,300,720,263,0,0,0.194444444,1433,230,349,86,1,230,612,119
630,5/3/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Top 5 Products,Decaf,300,310,210,610,260,0,0,0.184261036,1559,165,261,72,1,165,521,96
618,5/3/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Others,Decaf,130,190,140,320,127,0,0,0.201923077,671,122,185,40,1,122,312,63
773,5/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,80,140,120,220,104,0,0,0.15625,821,112,152,29,1,112,256,40
217,5/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,90,60,160,83,0,0,0.205263158,584,68,107,27,1,68,190,39
773,5/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,140,120,220,104,0,0,0.15625,871,112,152,29,1,112,256,40
712,5/3/2012,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Others,Regular,20,30,20,50,20,0,0,0.346938776,829,0,29,5,0,12,49,17
712,5/3/2012,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Others,Regular,220,230,150,450,260,0,0,0.184261036,1559,0,261,72,0,165,521,96
563,5/3/2012,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Others,Regular,220,290,170,510,265,0,0,0.227504244,1538,0,324,100,0,190,589,134
319,5/3/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Top 5 Products,Regular,20,30,20,50,20,0,0,0.346938776,784,0,29,5,0,12,49,17
515,5/3/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Top 5 Products,Decaf,0,50,40,50,0,0,0,0.279069767,645,0,43,0,0,31,43,12
515,5/3/2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Top 5 Products,Regular,30,40,20,70,31,0,0,0.441176471,976,0,37,9,0,7,68,30
515,5/3/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Others,Decaf,20,30,20,50,22,0,0,0.365384615,611,0,30,7,0,11,52,19
563,5/3/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Top 5 Products,Decaf,220,310,220,530,263,0,0,0.192810458,1433,0,349,86,0,231,612,118
515,5/3/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Top 5 Products,Decaf,100,170,130,270,127,0,0,0.201923077,671,0,185,40,0,122,312,63
314,5/3/2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Others,Regular,30,50,20,80,39,0,0,0.423913043,212,0,53,12,0,14,92,39
314,5/3/2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Others,Regular,20,40,0,60,34,0,0,0.605263158,182,0,42,12,0,-4,76,46
573,5/3/2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Others,Regular,30,40,0,70,36,0,0,0.580246914,212,0,45,13,0,-2,81,47
636,5/3/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Top 5 Products,Regular,50,70,50,120,44,0,0,0.220183486,844,0,65,12,0,41,109,24
816,5/3/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Top 5 Products,Decaf,40,70,50,110,39,0,0,0.226804124,799,0,58,10,0,36,97,22
573,5/3/2012,Central,Small Market,Colombian,Beans,Coffee,Missouri,Top 5 Products,Regular,80,100,50,180,77,0,0,0.364161850,529,0,96,29,0,33,173,63
660,5/3/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Others,Decaf,70,80,40,150,68,0,0,0.283783784,998,0,80,21,0,38,148,42
417,5/3/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Top 5 Products,Decaf,30,60,10,90,43,0,0,0.663461538,282,0,61,39,0,-8,104,69
660,5/3/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Top 5 Products,Decaf,80,30,0,110,98,0,0,0.389705882,973,0,38,30,0,-15,136,53
234,5/3/2012,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Others,Regular,80,120,70,200,94,0,0,0.263829787,697,79,141,31,1,79,235,62
513,5/3/2012,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Others,Regular,90,150,100,240,114,0,0,0.212454212,555,101,159,35,1,101,273,58
740,5/3/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Top 5 Products,Regular,170,180,120,350,149,0,0,0.218120805,1156,84,149,41,1,84,298,65
740,5/3/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Top 5 Products,Decaf,60,70,20,130,53,0,0,0.457627119,361,11,65,20,1,11,118,54
330,5/3/2012,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Others,Regular,50,70,40,120,52,0,0,0.357723577,361,27,71,17,1,27,123,44
513,5/3/2012,Central,Major Market,Colombian,Beans,Coffee,Ohio,Top 5 Products,Regular,40,60,30,100,42,0,0,0.359223301,384,24,61,13,1,24,103,37
440,5/3/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Others,Decaf,50,80,20,130,53,0,0,0.6015625,458,-2,75,48,1,-2,128,77
419,5/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,20,0,0,0.346938776,464,12,29,5,1,12,49,17
567,5/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,40,60,29,0,0,0.267605634,835,23,42,8,1,23,71,19
920,5/3/2012,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Others,Regular,30,60,30,90,45,0,0,0.345454545,410,0,65,14,0,27,110,38
262,5/3/2012,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Others,Regular,50,80,10,130,64,0,0,0.571428571,551,0,90,58,0,2,154,88
608,5/3/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Top 5 Products,Regular,90,110,70,200,78,0,0,0.264705882,995,0,92,24,0,47,170,45
262,5/3/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Top 5 Products,Decaf,50,70,50,120,48,0,0,0.245454545,599,0,62,15,0,35,110,27
262,5/3/2012,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Others,Regular,60,70,20,130,58,0,0,0.423076923,338,0,72,22,0,17,130,55
262,5/3/2012,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Top 5 Products,Regular,90,140,40,230,92,0,0,0.506787330,599,0,129,83,0,17,221,112
715,5/3/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Others,Decaf,90,120,80,210,87,0,0,0.269607843,472,0,117,28,0,62,204,55
715,5/3/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Top 5 Products,Decaf,40,70,50,110,48,0,0,0.284615385,351,0,82,14,0,45,130,37
262,5/3/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Top 5 Products,Decaf,40,70,60,110,53,0,0,0.2,803,0,77,14,0,51,130,26
860,5/3/2012,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Others,Regular,40,70,50,110,44,0,0,0.211009174,844,0,65,12,0,42,109,23
475,5/3/2012,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Others,Regular,20,40,30,60,23,0,0,0.298245614,787,0,34,6,0,17,57,17
475,5/3/2012,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Top 5 Products,Regular,60,90,20,150,64,0,0,0.564935065,551,0,90,58,0,3,154,87
203,5/3/2012,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Top 5 Products,Decaf,40,70,40,110,48,1,113,0.380530973,334,0,65,15,0,22,113,43
959,5/3/2012,East,Small Market,Colombian,Beans,Coffee,Connecticut,Top 5 Products,Regular,100,160,110,260,110,0,0,0.243636364,1020,0,165,36,0,98,275,67
860,5/3/2012,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Top 5 Products,Decaf,50,80,40,130,77,1,173,0.364161850,529,0,96,29,0,33,173,63
475,5/3/2012,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Others,Decaf,50,60,40,110,68,1,148,0.283783784,998,0,80,21,0,38,148,42
352,5/3/2012,East,Major Market,Darjeeling,Leaves,Tea,Florida,Others,Regular,30,60,40,90,36,0,0,0.235955056,838,32,53,10,1,32,89,21
239,5/3/2012,East,Major Market,Green Tea,Leaves,Tea,Florida,Others,Regular,50,90,70,140,53,0,0,0.192307692,803,52,77,14,1,52,130,25
786,5/3/2012,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Top 5 Products,Regular,80,130,40,210,92,0,0,0.506787330,599,17,129,83,1,17,221,112
863,5/3/2012,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Top 5 Products,Decaf,80,110,70,190,87,1,204,0.269607843,472,62,117,28,1,62,204,55
904,5/3/2012,East,Major Market,Colombian,Beans,Coffee,Florida,Top 5 Products,Regular,90,130,90,220,94,0,0,0.268085106,697,78,141,31,1,78,235,63
321,5/3/2012,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Others,Decaf,100,150,100,250,114,1,273,0.216117216,555,100,159,35,1,100,273,59
941,5/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,48,1,110,0.245454545,599,35,62,15,1,35,110,27
305,5/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,58,1,130,0.423076923,338,17,72,22,1,17,130,55
239,5/3/2012,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Others,Decaf,50,80,50,130,78,1,170,0.264705882,995,47,92,24,1,47,170,45
857,5/3/2012,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Others,Regular,30,40,30,70,29,0,0,0.281690141,835,22,42,8,1,22,71,20
413,5/3/2012,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Others,Regular,20,30,20,50,20,0,0,0.346938776,464,12,29,5,1,12,49,17
413,5/3/2012,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Top 5 Products,Regular,50,60,0,110,53,0,0,0.675438596,491,-16,61,48,1,-16,114,77
339,5/3/2012,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Others,Regular,140,150,100,290,149,0,0,0.218120805,1156,84,149,41,1,84,298,65
